"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
1001,49.4,49.4,50.6,"Doppleschwand (LU)","NA NA"
1002,56.3,56.3,43.7,"Entlebuch (LU)","NA NA"
1004,94.2,94.2,5.8,"Flühli (LU)","NA NA"
1005,82.9,82.9,17.1,"Hasle (LU)","NA NA"
1007,2.6,2.6,97.4,"Romoos (LU)","NA NA"
1008,10.1,10.1,89.9,"Schüpfheim (LU)","NA NA"
1009,74.3,74.3,25.7,"Werthenstein (LU)","NA NA"
1010,60.7,60.7,39.3,"Escholzmatt-Marbach (LU)","NA NA"
1021,52.4,52.4,47.6,"Aesch (LU)","NA NA"
1023,27.7,27.7,72.3,"Ballwil (LU)","NA NA"
1024,47.6,47.6,52.4,"Emmen (LU)","NA NA"
1025,64.5,64.5,35.5,"Ermensee (LU)","NA NA"
1026,61,61,39,"Eschenbach (LU)","NA NA"
1030,65.7,65.7,34.3,"Hitzkirch (LU)","NA NA"
1031,75.2,75.2,24.8,"Hochdorf (LU)","NA NA"
1032,96.5,96.5,3.5,"Hohenrain (LU)","NA NA"
1033,45.8,45.8,54.2,"Inwil (LU)","NA NA"
1037,24.5,24.5,75.5,"Rain (LU)","NA NA"
1039,60.2,60.2,39.8,"Römerswil (LU)","NA NA"
1040,72.1,72.1,27.9,"Rothenburg (LU)","NA NA"
1041,50.8,50.8,49.2,"Schongau (LU)","NA NA"
1051,38.8,38.8,61.2,"Adligenswil (LU)","NA NA"
1052,49.2,49.2,50.8,"Buchrain (LU)","NA NA"
1053,73.2,73.2,26.8,"Dierikon (LU)","NA NA"
1054,21.4,21.4,78.6,"Ebikon (LU)","NA NA"
1055,80.7,80.7,19.3,"Gisikon (LU)","NA NA"
1056,59.9,59.9,40.1,"Greppen (LU)","NA NA"
1058,52.5,52.5,47.5,"Horw (LU)","NA NA"
1059,17.8,17.8,82.2,"Kriens (LU)","NA NA"
1061,69.3,69.3,30.7,"Lucerne (LU)","NA NA"
1062,77.5,77.5,22.5,"Malters (LU)","NA NA"
1063,31.5,31.5,68.5,"Meggen (LU)","NA NA"
1064,78.5,78.5,21.5,"Meierskappel (LU)","NA NA"
1065,32,32,68,"Root (LU)","NA NA"
1066,87.3,87.3,12.7,"Schwarzenberg (LU)","NA NA"
1067,71.1,71.1,28.9,"Udligenswil (LU)","NA NA"
1068,58.5,58.5,41.5,"Vitznau (LU)","NA NA"
1069,64.5,64.5,35.5,"Weggis (LU)","NA NA"
1081,40.8,40.8,59.2,"Beromünster (LU)","NA NA"
1082,52.6,52.6,47.4,"Büron (LU)","NA NA"
1083,67.7,67.7,32.3,"Buttisholz (LU)","NA NA"
1084,87.1,87.1,12.9,"Eich (LU)","NA NA"
1085,86.4,86.4,13.6,"Geuensee (LU)","NA NA"
1086,24.3,24.3,75.7,"Grosswangen (LU)","NA NA"
1088,25.1,25.1,74.9,"Hildisrieden (LU)","NA NA"
1089,12.9,12.9,87.1,"Knutwil (LU)","NA NA"
1091,55,55,45,"Mauensee (LU)","NA NA"
1093,65.2,65.2,34.8,"Neuenkirch (LU)","NA NA"
1094,44,44,56,"Nottwil (LU)","NA NA"
1095,41.4,41.4,58.6,"Oberkirch (LU)","NA NA"
1097,84.1,84.1,15.9,"Rickenbach (LU)","NA NA"
1098,52.6,52.6,47.4,"Ruswil (LU)","NA NA"
1099,69.1,69.1,30.9,"Schenkon (LU)","NA NA"
1100,47.6,47.6,52.4,"Schlierbach (LU)","NA NA"
1102,89.8,89.8,10.2,"Sempach (LU)","NA NA"
1103,71,71,29,"Sursee (LU)","NA NA"
1104,39.3,39.3,60.7,"Triengen (LU)","NA NA"
1107,38.2,38.2,61.8,"Wolhusen (LU)","NA NA"
1121,54.6,54.6,45.4,"Alberswil (LU)","NA NA"
1122,37.1,37.1,62.9,"Altbüron (LU)","NA NA"
1123,57.5,57.5,42.5,"Altishofen (LU)","NA NA"
1125,89.8,89.8,10.2,"Dagmersellen (LU)","NA NA"
1127,63.4,63.4,36.6,"Egolzwil (LU)","NA NA"
1128,76.4,76.4,23.6,"Ettiswil (LU)","NA NA"
1129,66.9,66.9,33.1,"Fischbach (LU)","NA NA"
1131,28.3,28.3,71.7,"Grossdietwil (LU)","NA NA"
1132,30.7,30.7,69.3,"Hergiswil bei Willisau (LU)","NA NA"
1135,65.7,65.7,34.3,"Luthern (LU)","NA NA"
1136,63.2,63.2,36.8,"Menznau (LU)","NA NA"
1137,60.2,60.2,39.8,"Nebikon (LU)","NA NA"
1139,48.7,48.7,51.3,"Pfaffnau (LU)","NA NA"
1140,8.1,8.1,91.9,"Reiden (LU)","NA NA"
1142,38.4,38.4,61.6,"Roggliswil (LU)","NA NA"
1143,46.7,46.7,53.3,"Schötz (LU)","NA NA"
1145,68.5,68.5,31.5,"Ufhusen (LU)","NA NA"
1146,68.8,68.8,31.2,"Wauwil (LU)","NA NA"
1147,25.5,25.5,74.5,"Wikon (LU)","NA NA"
1150,84.7,84.7,15.3,"Zell (LU)","NA NA"
1151,16.8,16.8,83.2,"Willisau (LU)","NA NA"
