"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
2008,71.7,71.7,28.3,"Châtillon (FR)","À Châtillon (FR), les citoyens approuvent à 71,7 pour cent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine. Châtillon (FR) approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2011,40.7,40.7,59.3,"Cugy (FR)","À Cugy (FR), les citoyens refusent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 59,3 pour cent des voix contre. Cugy (FR) rejette le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, contrairement à son canton."
2016,89.1,89.1,10.9,"Fétigny (FR)","Le crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine passe la rampe à Fétigny, avec 9'874 voix favorables. Fétigny approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2022,63.3,63.3,36.7,"Gletterens (FR)","Le crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine passe la rampe à Gletterens, avec 6'639 voix favorables. Gletterens approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2025,62.3,62.3,37.7,"Lully (FR)","Les habitants de Lully (FR) acceptent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 62,3 pour cent de oui. Lully (FR) approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2027,37.2,37.2,62.8,"Ménières (FR)","Les habitants de Ménières rejettent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine avec 62,8 pour cent de non. Ménières rejette le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, contrairement à son canton."
2029,78.5,78.5,21.5,"Montagny (FR)","Les habitants de Montagny (FR) acceptent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 78,5 pour cent de oui. Montagny (FR) approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2035,70.6,70.6,29.4,"Nuvilly (FR)","Les habitants de Nuvilly acceptent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 70,6 pour cent de oui. Nuvilly approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2038,35,35,65,"Prévondavaux (FR)","À Prévondavaux, les citoyens refusent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 65 pour cent des voix contre. Prévondavaux rejette le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, contrairement à son canton."
2041,73.5,73.5,26.5,"Saint-Aubin (FR)","À Saint-Aubin (FR), les citoyens approuvent à 73,5 pour cent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine. Saint-Aubin (FR) approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2043,75.9,75.9,24.1,"Sévaz (FR)","À Sévaz, les citoyens approuvent à 75,9 pour cent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine. Sévaz approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2044,90.5,90.5,9.5,"Surpierre (FR)","Le crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine passe la rampe à Surpierre, avec 8'203 voix favorables. Surpierre approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2045,72.7,72.7,27.3,"Vallon (FR)","À Vallon, les citoyens approuvent à 72,7 pour cent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine. Vallon approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2050,43.4,43.4,56.6,"Les Montets (FR)","Les habitants des Montets rejettent un crédit de 105 millions pour construire le centre cantonal de stockage des objets du patrimoine avec 56,6 pour cent de non. Les Montets rejette le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, contrairement à son canton."
2051,57.9,57.9,42.1,"Delley-Portalban (FR)","Le crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine passe la rampe à Delley-Portalban, avec 7'934 voix favorables. Delley-Portalban approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
2053,66.9,66.9,33.1,"Belmont-Broye (FR)","Les habitants de Belmont-Broye acceptent un crédit de 105 millions pour la construction du centre cantonal de stockage des objets du patrimoine avec 66,9 pour cent de oui. Belmont-Broye approuve le projet de crédit pour construire le centre cantonal de stockage des objets du patrimoine, tout comme son canton."
