"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
1001,54.3,54.3,45.7,"Doppleschwand (LU)","NA NA"
1002,68.8,68.8,31.2,"Entlebuch (LU)","NA NA"
1004,48.2,48.2,51.8,"Flühli (LU)","NA NA"
1005,62,62,38,"Hasle (LU)","NA NA"
1007,56.9,56.9,43.1,"Romoos (LU)","NA NA"
1008,21.7,21.7,78.3,"Schüpfheim (LU)","NA NA"
1009,69.7,69.7,30.3,"Werthenstein (LU)","NA NA"
1010,54.1,54.1,45.9,"Escholzmatt-Marbach (LU)","NA NA"
1021,11.2,11.2,88.8,"Aesch (LU)","NA NA"
1023,56.4,56.4,43.6,"Ballwil (LU)","NA NA"
1024,57.6,57.6,42.4,"Emmen (LU)","NA NA"
1025,42.4,42.4,57.6,"Ermensee (LU)","NA NA"
1026,97.7,97.7,2.3,"Eschenbach (LU)","NA NA"
1030,12,12,88,"Hitzkirch (LU)","NA NA"
1031,27.8,27.8,72.2,"Hochdorf (LU)","NA NA"
1032,95.2,95.2,4.8,"Hohenrain (LU)","NA NA"
1033,43.6,43.6,56.4,"Inwil (LU)","NA NA"
1037,35.8,35.8,64.2,"Rain (LU)","NA NA"
1039,41.4,41.4,58.6,"Römerswil (LU)","NA NA"
1040,50.4,50.4,49.6,"Rothenburg (LU)","NA NA"
1041,75.8,75.8,24.2,"Schongau (LU)","NA NA"
1051,67.4,67.4,32.6,"Adligenswil (LU)","NA NA"
1052,25.4,25.4,74.6,"Buchrain (LU)","NA NA"
1053,45.1,45.1,54.9,"Dierikon (LU)","NA NA"
1054,87.9,87.9,12.1,"Ebikon (LU)","NA NA"
1055,47.9,47.9,52.1,"Gisikon (LU)","NA NA"
1056,21.5,21.5,78.5,"Greppen (LU)","NA NA"
1058,94.1,94.1,5.9,"Horw (LU)","NA NA"
1059,46,46,54,"Kriens (LU)","NA NA"
1061,23.1,23.1,76.9,"Lucerna (LU)","NA NA"
1062,4,4,96,"Malters (LU)","NA NA"
1063,88,88,12,"Meggen (LU)","NA NA"
1064,29.7,29.7,70.3,"Meierskappel (LU)","NA NA"
1065,44.1,44.1,55.9,"Root (LU)","NA NA"
1066,4.6,4.6,95.4,"Schwarzenberg (LU)","NA NA"
1067,40.3,40.3,59.7,"Udligenswil (LU)","NA NA"
1068,63.8,63.8,36.2,"Vitznau (LU)","NA NA"
1069,66.8,66.8,33.2,"Weggis (LU)","NA NA"
1081,42.6,42.6,57.4,"Beromünster (LU)","NA NA"
1082,1.3,1.3,98.7,"Büron (LU)","NA NA"
1083,36.8,36.8,63.2,"Buttisholz (LU)","NA NA"
1084,29.4,29.4,70.6,"Eich (LU)","NA NA"
1085,31.9,31.9,68.1,"Geuensee (LU)","NA NA"
1086,8.7,8.7,91.3,"Grosswangen (LU)","NA NA"
1088,43.4,43.4,56.6,"Hildisrieden (LU)","NA NA"
1089,49.4,49.4,50.6,"Knutwil (LU)","NA NA"
1091,99.6,99.6,0.4,"Mauensee (LU)","NA NA"
1093,81.7,81.7,18.3,"Neuenkirch (LU)","NA NA"
1094,40.5,40.5,59.5,"Nottwil (LU)","NA NA"
1095,8.7,8.7,91.3,"Oberkirch (LU)","NA NA"
1097,47,47,53,"Rickenbach (LU)","NA NA"
1098,20.3,20.3,79.7,"Ruswil (LU)","NA NA"
1099,49.9,49.9,50.1,"Schenkon (LU)","NA NA"
1100,48.7,48.7,51.3,"Schlierbach (LU)","NA NA"
1102,26.9,26.9,73.1,"Sempach (LU)","NA NA"
1103,67.9,67.9,32.1,"Sursee (LU)","NA NA"
1104,96.6,96.6,3.4,"Triengen (LU)","NA NA"
1107,53.5,53.5,46.5,"Wolhusen (LU)","NA NA"
1121,52.3,52.3,47.7,"Alberswil (LU)","NA NA"
1122,22.5,22.5,77.5,"Altbüron (LU)","NA NA"
1123,68,68,32,"Altishofen (LU)","NA NA"
1125,53.7,53.7,46.3,"Dagmersellen (LU)","NA NA"
1127,44.4,44.4,55.6,"Egolzwil (LU)","NA NA"
1128,53.9,53.9,46.1,"Ettiswil (LU)","NA NA"
1129,44.9,44.9,55.1,"Fischbach (LU)","NA NA"
1131,79.7,79.7,20.3,"Grossdietwil (LU)","NA NA"
1132,55.1,55.1,44.9,"Hergiswil bei Willisau (LU)","NA NA"
1135,63.5,63.5,36.5,"Luthern (LU)","NA NA"
1136,71,71,29,"Menznau (LU)","NA NA"
1137,23.4,23.4,76.6,"Nebikon (LU)","NA NA"
1139,75.7,75.7,24.3,"Pfaffnau (LU)","NA NA"
1140,51.7,51.7,48.3,"Reiden (LU)","NA NA"
1142,64.2,64.2,35.8,"Roggliswil (LU)","NA NA"
1143,66.9,66.9,33.1,"Schötz (LU)","NA NA"
1145,22.9,22.9,77.1,"Ufhusen (LU)","NA NA"
1146,72.4,72.4,27.6,"Wauwil (LU)","NA NA"
1147,75.7,75.7,24.3,"Wikon (LU)","NA NA"
1150,49.1,49.1,50.9,"Zell (LU) (LU)","NA NA"
1151,60.5,60.5,39.5,"Willisau (LU)","NA NA"
