"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_it","Text_it"
301,71.5,71.5,28.5,"Aarberg (BE)",
302,24,24,76,"Bargen (BE)",
303,58,58,42,"Grossaffoltern (BE)",
304,73.6,73.6,26.4,"Kallnach (BE)",
305,70.4,70.4,29.6,"Kappelen (BE)",
306,42.3,42.3,57.7,"Lyss (BE)",
307,38.1,38.1,61.9,"Meikirch (BE)",
309,52.4,52.4,47.6,"Radelfingen (BE)",
310,58.3,58.3,41.7,"Rapperswil (BE)",
311,44.6,44.6,55.4,"Schüpfen (BE)",
312,14.5,14.5,85.5,"Seedorf (BE)",
321,37,37,63,"Aarwangen (BE)",
322,3.8,3.8,96.2,"Auswil (BE)",
323,24.7,24.7,75.3,"Bannwil (BE)",
324,89.3,89.3,10.7,"Bleienbach (BE)",
325,42.4,42.4,57.6,"Busswil bei Melchnau (BE)",
326,71.8,71.8,28.2,"Gondiswil (BE)",
329,73.2,73.2,26.8,"Langenthal (BE)",
331,40.4,40.4,59.6,"Lotzwil (BE)",
332,39.8,39.8,60.2,"Madiswil (BE)",
333,50.6,50.6,49.4,"Melchnau (BE)",
335,51.8,51.8,48.2,"Oeschenbach (BE)",
336,96.9,96.9,3.1,"Reisiswil (BE)",
337,73.3,73.3,26.7,"Roggwil (BE)",
338,32.6,32.6,67.4,"Rohrbach (BE)",
339,24.9,24.9,75.1,"Rohrbachgraben (BE)",
340,99.8,99.8,0.2,"Rütschelen (BE)",
341,33.9,33.9,66.1,"Schwarzhäusern (BE)",
342,71.9,71.9,28.1,"Thunstetten (BE)",
344,48.6,48.6,51.4,"Ursenbach (BE)",
345,10.1,10.1,89.9,"Wynau (BE)",
351,65.3,65.3,34.7,"Berna (BE)",
352,36.2,36.2,63.8,"Bolligen (BE)",
353,64.1,64.1,35.9,"Bremgarten bei Bern (BE)",
354,61.7,61.7,38.3,"Kirchlindach (BE)",
355,90.1,90.1,9.9,"Köniz (BE)",
356,65.2,65.2,34.8,"Muri bei Bern (BE)",
357,46.8,46.8,53.2,"Oberbalm (BE)",
358,43.8,43.8,56.2,"Stettlen (BE)",
