"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6601,30.7,30.7,69.3,"Aire-la-Ville (GE)","Les habitants d'Aire-la-Ville rejettent l'initiative sur la responsabilité environnementale à 69,3 pour cent. Aire-la-Ville a rejeté le texte des Jeunes Vert-e-s, contrairement à son canton."
6602,67.1,67.1,32.9,"Anières (GE)","À Anières, les habitants sont favorables à l'initiative sur la responsabilité environnementale par 67,1 pour cent des suffrages. Anières a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6603,80.5,80.5,19.5,"Avully (GE)","Les habitants d'Avully approuvent l'initiative sur la responsabilité environnementale avec 80,5 pour cent des voix. Avully a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6604,82.7,82.7,17.3,"Avusy (GE)","À Avusy, les habitants disent oui à 82,7 pour cent à l'initiative sur la responsabilité environnementale. Avusy a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6605,86.5,86.5,13.5,"Bardonnex (GE)","L'initiative sur la responsabilité environnementale passe la rampe à Bardonnex avec 86,5 pour cent de oui. Bardonnex a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6606,54.8,54.8,45.2,"Bellevue (GE)","Les habitants de Bellevue approuvent l'initiative sur la responsabilité environnementale avec 54,8 pour cent des voix. Bellevue a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6607,51.3,51.3,48.7,"Bernex (GE)","Les habitants de Bernex approuvent l'initiative sur la responsabilité environnementale avec 51,3 pour cent des voix. Bernex a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6608,6.3,6.3,93.7,"Carouge (GE)","C'est non à 93,7 pour cent à l'initiative sur la responsabilité environnementale à Carouge (GE). Carouge (GE) a rejeté le texte des Jeunes Vert-e-s, contrairement à son canton."
6609,54.2,54.2,45.8,"Cartigny (GE)","Les électeurs de Cartigny valident l'initiative sur la responsabilité environnementale avec 54,2 pour cent des voix. Cartigny a approuvé le texte des Jeunes Vert-e-s, tout comme son canton."
6610,45.7,45.7,54.3,"Céligny (GE)","À Céligny, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 54,3 pour cent des voix. Céligny a rejeté le texte des Jeunes Vert-e-s, contrairement à son canton."
