"ID","Gemeinde_color","Ja_Stimmen_In_Prozent","Nein_Stimmen_In_Prozent","Gemeinde_fr","Text_fr"
6002,45.7,45.7,54.3,"Brigue-Glis (VS)","C'est non à 54,3 pour cent à l'initiative sur la responsabilité environnementale à Brigue-Glis. Brigue-Glis a rejeté l'initiative, tout comme son canton."
6004,22.2,22.2,77.8,"Eggerberg (VS)","Les habitants d'Eggerberg s'opposent à l'initiative sur la responsabilité environnementale avec 77,8 pour cent de non. Eggerberg a rejeté l'initiative, tout comme son canton."
6007,73,73,27,"Naters (VS)","Les habitants de Naters approuvent l'initiative sur la responsabilité environnementale avec 73 pour cent des voix. Naters a approuvé l'initiative, contrairement à son canton."
6008,18,18,82,"Ried-Brig (VS)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Ried-Brig avec 82 pour cent de non. Ried-Brig a rejeté l'initiative, tout comme son canton."
6009,34.7,34.7,65.3,"Simplon (VS)","À Simplon, les habitants disent non à 65,3 pour cent à l'initiative sur la responsabilité environnementale. Simplon a rejeté l'initiative, tout comme son canton."
6010,31.1,31.1,68.9,"Termen (VS)","Les habitants de Termen rejettent l'initiative sur la responsabilité environnementale avec 68,9 pour cent de non. Termen a rejeté l'initiative, tout comme son canton."
6011,7.6,7.6,92.4,"Zwischbergen (VS)","À Zwischbergen, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 92,4 pour cent des voix. Zwischbergen a rejeté l'initiative, tout comme son canton."
6021,1.6,1.6,98.4,"Ardon (VS)","Les habitants d'Ardon rejettent l'initiative sur la responsabilité environnementale avec 98,4 pour cent de non. Ardon a rejeté l'initiative, tout comme son canton."
6022,37.6,37.6,62.4,"Chamoson (VS)","C'est non à 62,4 pour cent à l'initiative sur la responsabilité environnementale à Chamoson. Chamoson a rejeté l'initiative, tout comme son canton."
6023,31.2,31.2,68.8,"Conthey (VS)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Conthey avec 68,8 pour cent de non. Conthey a rejeté l'initiative, tout comme son canton."
6024,16.8,16.8,83.2,"Nendaz (VS)","À Nendaz, les habitants disent non à 83,2 pour cent à l'initiative sur la responsabilité environnementale. Nendaz a rejeté l'initiative, tout comme son canton."
6025,45.6,45.6,54.4,"Vétroz (VS)","C'est non à 54,4 pour cent à l'initiative sur la responsabilité environnementale à Vétroz. Vétroz a rejeté l'initiative, tout comme son canton."
6032,17.4,17.4,82.6,"Bourg-Saint-Pierre (VS)","À Bourg-Saint-Pierre, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 82,6 pour cent des voix. Bourg-Saint-Pierre a rejeté l'initiative, tout comme son canton."
6033,46.1,46.1,53.9,"Liddes (VS)","Les habitants de Liddes rejettent l'initiative sur la responsabilité environnementale avec 53,9 pour cent de non. Liddes a rejeté l'initiative, tout comme son canton."
6034,45.4,45.4,54.6,"Orsières (VS)","C'est non à 54,6 pour cent à l'initiative sur la responsabilité environnementale à Orsières. Orsières a rejeté l'initiative, tout comme son canton."
6035,61.2,61.2,38.8,"Sembrancher (VS)","À Sembrancher, les habitants disent oui à 61,2 pour cent à l'initiative sur la responsabilité environnementale. Sembrancher a approuvé l'initiative, contrairement à son canton."
6037,39,39,61,"Val de Bagnes (VS)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Val de Bagnes avec 61 pour cent de non. Val de Bagnes a rejeté l'initiative, tout comme son canton."
6052,22.6,22.6,77.4,"Bellwald (VS)","L'initiative sur la responsabilité environnementale ne passe pas la rampe à Bellwald avec 77,4 pour cent de non. Bellwald a rejeté l'initiative, tout comme son canton."
6054,53.9,53.9,46.1,"Binn (VS)","Les habitants de Binn approuvent l'initiative sur la responsabilité environnementale avec 53,9 pour cent des voix. Binn a approuvé l'initiative, contrairement à son canton."
6056,30.8,30.8,69.2,"Ernen (VS)","À Ernen, les habitants disent non à 69,2 pour cent à l'initiative sur la responsabilité environnementale. Ernen a rejeté l'initiative, tout comme son canton."
6057,46.4,46.4,53.6,"Fiesch (VS)","À Fiesch, les habitants disent non à 53,6 pour cent à l'initiative sur la responsabilité environnementale. Fiesch a rejeté l'initiative, tout comme son canton."
6058,60.9,60.9,39.1,"Fieschertal (VS)","L'initiative sur la responsabilité environnementale passe la rampe à Fieschertal avec 60,9 pour cent de oui. Fieschertal a approuvé l'initiative, contrairement à son canton."
6061,29.6,29.6,70.4,"Lax (VS)","Les habitants de Lax s'opposent à l'initiative sur la responsabilité environnementale avec 70,4 pour cent de non. Lax a rejeté l'initiative, tout comme son canton."
6076,56,56,44,"Obergoms (VS)","Les habitants d'Obergoms acceptent l'initiative sur la responsabilité environnementale avec 56 pour cent de oui. Obergoms a approuvé l'initiative, contrairement à son canton."
6077,68.2,68.2,31.8,"Goms (VS)","Les habitants de Goms approuvent l'initiative sur la responsabilité environnementale avec 68,2 pour cent des voix. Goms a approuvé l'initiative, contrairement à son canton."
6082,39.9,39.9,60.1,"Ayent (VS)","À Ayent, les habitants sont défavorables à l'initiative sur la responsabilité environnementale avec 60,1 pour cent des voix. Ayent a rejeté l'initiative, tout comme son canton."
